Invoice_ID,PO_Number,Supplier_ID,Invoice_Amount,Currency,Invoice_Date,Description,Department,Requestor,Status
INV-001386,,SUP-031,410.91,USD,2025-11-17,Suspicious Non-PO Request,Marketing,User_20,Reject
INV-001387,PO-00109,SUP-022,38775.75,USD,2025-04-17,Bank Transaction Fees (Shipping/Tax Diff),Finance,User_20,Review Further
INV-001388,PO-00197,SUP-044,42216.88,USD,2025-05-19,Audit Services - FY2025,Finance,User_9,Reject
INV-001389,PO-00147,SUP-029,13719.28,USD,2025-05-18,Tax Consultation Fees,Finance,User_15,Approve
INV-001390,PO-00060,SUP-036,15758.79,USD,2025-02-11,Audit Services - FY2025,Finance,User_7,Approve
INV-001391,PO-00175,SUP-016,40519.01,USD,2026-01-03,HVAC Maintenance and Repair (Shipping/Tax Diff),Operations,User_2,Review Further
INV-001392,PO-00295,SUP-009,11599.96,USD,2025-11-09,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_8,Approve
INV-001393,PO-00011,SUP-048,15303.65,USD,2025-08-24,Bank Transaction Fees (Shipping/Tax Diff),Finance,User_6,Review Further
INV-001394,PO-00217,SUP-021,19057.56,USD,2025-09-05,Financial Reporting Software - Seat License (Shipping/Tax Diff),Finance,User_11,Review Further
INV-001395,PO-00072,SUP-018,47469.29,USD,2025-03-03,Facilities Management Retainer,Operations,User_4,Approve
INV-001396,,SUP-037,110.83,USD,2025-02-17,Suspicious Non-PO Request,IT,User_19,Reject
INV-001397,,SUP-036,2569.05,USD,2025-07-14,Suspicious Non-PO Request,Finance,User_14,Reject
INV-001398,PO-00194,SUP-025,11189.59,USD,2025-11-13,Office Supplies - Paper/Pens/Ink,Operations,User_5,Approve
INV-001399,,SUP-019,1592.75,USD,2025-08-25,Suspicious Non-PO Request,Operations,User_17,Reject
INV-001400,PO-00175,SUP-016,40381.09,USD,2026-01-18,HVAC Maintenance and Repair (Shipping/Tax Diff),Operations,User_2,Review Further
INV-001401,,SUP-037,4852.84,USD,2025-10-06,Cisco Meraki MR56 Access Points,IT,User_19,Review Further
INV-001402,PO-00279,SUP-023,25062.06,USD,2025-05-17,Unrelated Service Fee,Finance,User_17,Reject
INV-001403,PO-00232,SUP-007,31417.37,USD,2025-10-17,Software Development Consultation - Q3,IT,User_5,Reject
INV-001404,PO-00253,SUP-015,2926.65,USD,2025-10-04,Software Development Consultation - Q3 (Shipping/Tax Diff),IT,User_15,Review Further
INV-001405,PO-00155,SUP-023,22286.93,EUR,2025-10-08,Corporate Insurance Premium,Finance,User_15,Reject
INV-001406,PO-00042,SUP-045,606.69,USD,2025-08-26,Email Marketing Platform Subscription,Marketing,User_15,Approve
INV-001407,PO-00078,SUP-009,49106.5,USD,2025-11-14,Software Development Consultation - Q3,IT,User_8,Reject
INV-001408,,SUP-006,1189.86,USD,2025-11-29,Suspicious Non-PO Request,Operations,User_7,Reject
INV-001409,PO-00190,SUP-027,45133.96,USD,2025-11-13,Unrelated Service Fee,Finance,User_2,Reject
INV-001410,,SUP-040,962.01,USD,2025-01-17,Q3 Digital Ad Campaign Management,Marketing,User_12,Review Further
INV-001411,,SUP-029,620.19,USD,2025-06-11,Suspicious Non-PO Request,Finance,User_15,Reject
INV-001412,PO-00214,SUP-048,35283.59,USD,2025-06-04,Financial Reporting Software - Seat License,Finance,User_12,Approve
INV-001413,,SUP-019,1456.3,USD,2025-05-06,Suspicious Non-PO Request,Operations,User_9,Reject
INV-001414,PO-00230,SUP-050,29649.13,EUR,2025-08-27,Security Guard Services - Nov,Operations,User_10,Approve
INV-001415,,SUP-039,1345.85,USD,2025-03-06,Suspicious Non-PO Request,Operations,User_1,Reject
INV-001416,PO-00205,SUP-004,21788.46,EUR,2025-05-18,Office Supplies - Paper/Pens/Ink,Operations,User_11,Approve
INV-001417,PO-00276,SUP-012,20212.09,USD,2025-10-28,Server Rack Maintenance Fee,IT,User_2,Approve
INV-001418,PO-00162,SUP-005,31526.56,USD,2025-08-04,Unrelated Service Fee,Operations,User_20,Reject
INV-001419,PO-00106,SUP-030,47917.9,USD,2025-03-25,Dell Latitude 5520 Laptop (Count: 5),IT,User_18,Reject
INV-001420,PO-00161,SUP-003,34788.88,USD,2025-12-24,Microsoft 365 Enterprise Licenses (Annual),IT,User_18,Approve
INV-001421,PO-00291,SUP-015,49820.07,EUR,2025-05-31,Cloud Hosting Services - AWS,IT,User_7,Approve
INV-001422,PO-00232,SUP-007,25742.63,USD,2025-10-15,Software Development Consultation - Q3,IT,User_5,Approve
INV-001423,PO-00089,SUP-049,34850.52,GBP,2025-08-17,Office Supplies - Paper/Pens/Ink,Operations,User_14,Review Further
INV-001424,PO-00112,SUP-038,19259.97,EUR,2025-12-26,Office Cleaning Services - Monthly,Operations,User_11,Approve
INV-001425,PO-00018,SUP-043,13505.71,EUR,2025-10-25,Corporate Insurance Premium,Finance,User_19,Approve
INV-001426,PO-00055,SUP-034,31894.78,EUR,2026-01-14,Unrelated Service Fee,IT,User_9,Reject
INV-001427,PO-00024,SUP-016,49363.08,USD,2025-10-11,Breakroom Snacks and Coffee (Shipping/Tax Diff),Operations,User_5,Review Further
INV-001428,PO-00232,SUP-007,27685.12,USD,2025-11-13,Software Development Consultation - Q3 (Shipping/Tax Diff),IT,User_5,Review Further
INV-001429,PO-00006,SUP-044,8196.24,USD,2025-06-29,Financial Reporting Software - Seat License,Finance,User_3,Approve
INV-001430,PO-00183,SUP-029,12074.18,USD,2026-01-26,Audit Services - FY2025,Finance,User_20,Approve
INV-001431,PO-00067,SUP-013,37192.4,USD,2025-09-17,Software Development Consultation - Q3 (Shipping/Tax Diff),IT,User_4,Review Further
INV-001432,,SUP-022,1136.66,USD,2025-04-27,Suspicious Non-PO Request,Finance,User_15,Reject
INV-001433,PO-00233,SUP-050,11448.55,USD,2025-03-31,Office Supplies - Paper/Pens/Ink,Operations,User_20,Reject
INV-001434,,SUP-042,469.56,USD,2025-02-26,Suspicious Non-PO Request,Operations,User_10,Reject
INV-001435,,SUP-015,253.66,USD,2025-10-03,Suspicious Non-PO Request,IT,User_20,Reject
INV-001436,PO-00075,SUP-015,15397.02,USD,2025-12-03,Dell Latitude 5520 Laptop (Count: 5),IT,User_10,Approve
INV-001437,PO-00072,SUP-018,47469.29,USD,2025-03-02,Facilities Management Retainer,Operations,User_4,Approve
INV-001438,PO-00032,SUP-043,4014.16,USD,2025-01-22,Bank Transaction Fees,Finance,User_8,Approve
INV-001439,PO-00213,SUP-031,40457.46,USD,2025-06-11,Q3 Digital Ad Campaign Management,Marketing,User_1,Approve
INV-001440,PO-00082,SUP-014,36151.35,USD,2025-04-06,Audit Services - FY2025 (Shipping/Tax Diff),Finance,User_14,Review Further
INV-001441,,SUP-009,1833.17,USD,2025-10-20,Software Development Consultation - Q3,IT,User_7,Review Further
INV-001442,PO-00109,SUP-022,36822.87,USD,2025-05-28,Bank Transaction Fees,Finance,User_20,Approve
INV-001443,PO-00299,SUP-014,4171.17,USD,2026-01-16,Payroll Processing Fees - Oct,Finance,User_5,Approve
INV-001444,PO-00003,SUP-038,1974.96,USD,2025-03-06,Unrelated Service Fee,Operations,User_17,Reject
INV-001445,PO-00081,SUP-038,36058.12,EUR,2025-05-13,Waste Management Services,Operations,User_13,Approve
INV-001446,,SUP-014,1765.83,USD,2025-08-08,Suspicious Non-PO Request,Finance,User_13,Reject
INV-001447,,SUP-034,3287.75,USD,2025-03-31,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_13,Review Further
INV-001448,PO-00068,SUP-044,29239.19,USD,2025-05-19,Financial Reporting Software - Seat License,Finance,User_4,Approve
INV-001449,PO-00003,SUP-038,2154.13,USD,2025-02-21,Office Supplies - Paper/Pens/Ink (Shipping/Tax Diff),Operations,User_17,Review Further
INV-001450,PO-00169,SUP-045,45109.87,USD,2025-09-22,Google Ads Spend - September,Marketing,User_15,Approve
INV-001451,PO-00134,SUP-024,51486.49,EUR,2025-07-04,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_4,Reject
INV-001452,,SUP-019,737.8,USD,2025-03-20,Suspicious Non-PO Request,Operations,User_10,Reject
INV-001453,PO-00133,SUP-037,14761.19,EUR,2025-05-27,Cloud Hosting Services - AWS,IT,User_3,Approve
INV-001454,PO-00205,SUP-004,23726.16,EUR,2025-06-08,Office Supplies - Paper/Pens/Ink (Shipping/Tax Diff),Operations,User_11,Review Further
INV-001455,,SUP-010,2955.43,USD,2025-10-31,Tax Consultation Fees,Finance,User_2,Review Further
INV-001456,PO-00111,SUP-027,44140.74,EUR,2025-07-16,Tax Consultation Fees,Finance,User_19,Approve
INV-001457,PO-00037,SUP-011,51638.83,USD,2025-07-31,Microsoft 365 Enterprise Licenses (Annual),IT,User_7,Reject
INV-001458,,SUP-041,1983.65,USD,2025-10-14,Suspicious Non-PO Request,IT,User_13,Reject
INV-001459,PO-00123,SUP-001,35048.89,EUR,2025-02-21,HVAC Maintenance and Repair,Operations,User_4,Reject
INV-001460,,SUP-050,2786.89,USD,2025-01-30,Pest Control Quarterly Service,Operations,User_20,Review Further
INV-001461,,SUP-042,4561.16,USD,2025-07-30,Office Supplies - Paper/Pens/Ink,Operations,User_10,Review Further
INV-001462,PO-00006,SUP-044,8196.24,USD,2025-06-09,Financial Reporting Software - Seat License,Finance,User_3,Approve
INV-001463,PO-00282,SUP-009,22572.83,USD,2025-07-10,Monitor 27-inch 4K - Dell UltraSharp,IT,User_15,Approve
INV-001464,PO-00146,SUP-014,26162.75,EUR,2025-05-01,Corporate Insurance Premium,Finance,User_15,Approve
INV-001465,PO-00205,SUP-004,21788.46,EUR,2025-05-31,Office Supplies - Paper/Pens/Ink,Operations,User_11,Approve
INV-001466,PO-00003,SUP-038,1974.96,USD,2025-02-13,Office Supplies - Paper/Pens/Ink,Operations,User_17,Approve
INV-001467,,SUP-004,1068.1,USD,2025-08-23,Suspicious Non-PO Request,Operations,User_16,Reject
INV-001468,PO-00012,SUP-004,11786.36,USD,2025-08-01,Breakroom Snacks and Coffee (Shipping/Tax Diff),Operations,User_20,Review Further
INV-001469,,SUP-036,4955.87,USD,2025-08-30,Suspicious Non-PO Request,Finance,User_3,Reject
INV-001470,,SUP-043,1678.01,USD,2025-11-01,Suspicious Non-PO Request,Finance,User_16,Reject
INV-001471,,SUP-032,500.96,USD,2025-12-10,Suspicious Non-PO Request,Finance,User_15,Reject
INV-001472,PO-00149,SUP-044,1176.89,USD,2025-12-02,Payroll Processing Fees - Oct,Finance,User_8,Approve
INV-001473,PO-00104,SUP-010,2148.06,EUR,2025-12-16,Financial Reporting Software - Seat License,Finance,User_13,Reject
INV-001474,PO-00099,SUP-006,23780.19,USD,2025-04-08,Office Cleaning Services - Monthly,Operations,User_8,Approve
INV-001475,,SUP-036,2864.65,USD,2025-08-03,Suspicious Non-PO Request,Finance,User_2,Reject
INV-001476,,SUP-009,4418.65,USD,2025-10-16,Suspicious Non-PO Request,IT,User_10,Reject
INV-001477,PO-00089,SUP-049,34850.52,USD,2025-08-30,Office Supplies - Paper/Pens/Ink,Operations,User_14,Approve
INV-001478,PO-00290,SUP-005,21001.06,USD,2025-10-13,Security Guard Services - Nov (Shipping/Tax Diff),Operations,User_9,Review Further
INV-001479,PO-00020,SUP-050,8535.41,EUR,2025-03-25,HVAC Maintenance and Repair (Shipping/Tax Diff),Operations,User_20,Review Further
INV-001480,PO-00192,SUP-016,32154.9,USD,2025-12-13,Office Cleaning Services - Monthly,Operations,User_11,Approve
INV-001481,PO-00179,SUP-029,39971.0,USD,2025-07-10,Financial Reporting Software - Seat License (Shipping/Tax Diff),Finance,User_15,Review Further
INV-001482,PO-00047,SUP-007,12687.66,USD,2025-11-02,Dell Latitude 5520 Laptop (Count: 5),IT,User_14,Approve
INV-001483,,SUP-016,3560.04,USD,2025-03-24,Suspicious Non-PO Request,Operations,User_11,Reject
INV-001484,,SUP-044,2764.72,USD,2025-05-18,Suspicious Non-PO Request,Finance,User_15,Reject
INV-001485,,SUP-002,848.76,USD,2025-01-23,Social Media Content Creation - Oct,Marketing,User_20,Review Further
INV-001486,,SUP-048,3720.16,USD,2025-04-10,Suspicious Non-PO Request,Finance,User_3,Reject
INV-001487,PO-00190,SUP-027,45133.96,USD,2025-11-11,Bank Transaction Fees,Finance,User_2,Approve
INV-001488,,SUP-019,3586.34,USD,2025-12-25,Suspicious Non-PO Request,Operations,User_18,Reject
INV-001489,,SUP-032,3192.21,USD,2025-10-08,Suspicious Non-PO Request,Finance,User_4,Reject
INV-001490,PO-00294,SUP-017,15897.23,USD,2025-10-31,Cloud Hosting Services - AWS (Shipping/Tax Diff),IT,User_6,Review Further
INV-001491,PO-00254,SUP-040,37743.36,USD,2025-06-24,Conference Sponsorship - TechSummit,Marketing,User_18,Approve
INV-001492,,SUP-025,129.39,USD,2025-01-28,Suspicious Non-PO Request,Operations,User_1,Reject
INV-001493,PO-00214,SUP-048,35283.59,USD,2025-06-09,Financial Reporting Software - Seat License,Finance,User_12,Approve
INV-001494,PO-00186,SUP-044,14649.76,USD,2025-03-31,Corporate Insurance Premium,Finance,User_13,Reject
INV-001495,PO-00274,SUP-035,13040.23,USD,2026-01-12,HVAC Maintenance and Repair,Operations,User_15,Reject
INV-001496,,SUP-011,2731.43,USD,2025-08-21,Lenovo ThinkPad X1 Carbon Gen 9,IT,User_4,Review Further
INV-001497,PO-00191,SUP-010,9895.52,EUR,2025-06-30,Audit Services - FY2025,Finance,User_3,Approve
INV-001498,PO-00281,SUP-022,15041.44,USD,2025-11-03,Audit Services - FY2025,Finance,User_11,Approve
INV-001499,PO-00083,SUP-018,40303.44,USD,2025-05-02,Pest Control Quarterly Service,Operations,User_18,Approve
INV-001500,PO-00018,SUP-043,13505.71,EUR,2025-10-21,Corporate Insurance Premium,Finance,User_19,Approve
